tracks,occurrence,freqency
"Pilgrimage",1,0.100000
"On Parade",1,0.100000
"Sunrise on the Empire",1,0.100000
"The Fruits of Victory",1,0.100000
"A City",1,0.100000
"Debt",1,0.100000
"Decisions",1,0.100000
"Europe",1,0.100000
"Himalaya",1,0.100000
"Labour",1,0.100000
"Morning",1,0.100000
"Story of a Nation",1,0.100000
"The Fields",1,0.100000
"The Minich",1,0.100000
"The Plague",1,0.100000
"Wandering - The City, Pt. 3",1,0.100000
"Wandering - The Foothills, Pt. 1",1,0.100000
"Of Green and Grey",1,0.100000
"Brightness Calling",1,0.100000
"Wandering - The Blasted Forest, Pt. 1",1,0.100000
"Of the People, for the People",1,0.100000
"Hope Remains",1,0.100000
"Wandering - The Blasted Forest, Pt. 2",1,0.100000
"Wandering - The Glowing Sea, Pt. 1",1,0.100000
"Lone Wandering",1,0.100000
"No More Sails",1,0.100000
"The Makers Theme",1,0.100000
"Longing for Accidental Contact",1,0.100000
"The Gypsies Lilt",1,0.100000
"House And Senate",1,0.100000
"Ladybird Comforts LBJ",1,0.100000
"On The Lake",1,0.100000
"Fannie Lou Hamer",1,0.100000
"Men's Room Scandal",1,0.100000
"You're Carrying His Child",1,0.100000
"You Shouldn't Walk in Shadows",1,0.100000
"The Goblin Forest",1,0.100000
"We Are Worthy of Each Other",1,0.100000
"Aristocrats of Karnaca (Ambient)",1,0.100000
"Noah Visits",1,0.100000
"What Are You Asking Me?",1,0.100000
"Will You Help Me?",1,0.100000
"Race To Resting Rock",1,0.100000
"The Vote",1,0.100000
"Is That A Kiss?",1,0.100000
"The Dreadful Wale",1,0.100000
"Hunger, Thirst",2,0.200000
"Who's There",1,0.100000
"Silent Footsteps",1,0.100000
"Masser",1,0.100000
"Distant Horizons",2,0.200000
"Imperial Throne",1,0.100000
"Kyne's Peace",2,0.200000
"Unbound",2,0.200000
"A Winter's Tale",1,0.100000
"The Bannered Mare",1,0.100000
"The White River",2,0.200000
"Standing Stones",1,0.100000
"Beneath the Ice",2,0.200000
"Tundra",2,0.200000
"Journey's End",1,0.100000
"Before the Storm",2,0.200000
"A Chance Meeting",1,0.100000
"Out of the Cold",1,0.100000
"Around the Fire",1,0.100000
"Aurora",1,0.100000
"Solitude",1,0.100000
"Skyrim Atmospheres",1,0.100000
"Bloody Roots",1,0.100000
"The Legs Are Gone",1,0.100000
"Lonely Planet",1,0.100000
"Valley of the Blinding Mist",1,0.100000
"Forgetful Forest",1,0.100000
"The Last Walk",1,0.100000
"Ethan's Theme",1,0.100000
"Valley of the Blinding Mist (Credits Vocal Mix)",1,0.100000
"Murder In Urbino",1,0.100000
"Henry Meets Anne Boelyn",1,0.100000
"Cardinal Wolsey's Secrets",1,0.100000
"More's Love Of A King",1,0.100000
"Visions Of A Great Ruler",1,0.100000
"Fun And Games",1,0.100000
"Mixed Messages From Anne",1,0.100000
"Whispers & Confessions",1,0.100000
"The Passion Of King Henry",1,0.100000
"Buckingham Plots For Murder",1,0.100000
"A Queen's Loneliness",1,0.100000
"To Love A Country",1,0.100000
"The Sweating Sickness Arrives",1,0.100000
"Hallucinations",1,0.100000
"A Country At Death's Door",1,0.100000
"England Reborn",1,0.100000
"HomeStead",1,0.100000
"The King and Queen",1,0.100000
"Closer Than Sisters",1,0.100000
"Let Me Die",1,0.100000
"In Peace",1,0.100000
"On Father's Watch",1,0.100000
"A Gift Of A Thistle",1,0.100000
"Horn",1,0.100000
"An Empire of Stone and Steel",1,0.100000
"Suddene",1,0.100000
"Weary the Weight of the Sun",1,0.100000
"A Sunken City",1,0.100000
"France (The Medieval Era)",1,0.100000
"Rome (The Medieval Era)",1,0.100000
"Spain (The Medieval Era)",1,0.100000
"Faces to the Wind",1,0.100000
"Go Back Whence You Came",1,0.100000
"In the Forests of Olympus",1,0.100000
"Atlantis",1,0.100000
"Maze of Athena",1,0.100000
"Street Musician: Apollo's Light",1,0.100000
"Road to Troy",1,0.100000
"Street Musician: Welcome to the Agora",1,0.100000
"Vella Wakes",1,0.100000
"Face the Cupcakes",1,0.100000
"Time to Get Up Little Spaceman",1,0.100000
"At the Bridge",1,0.100000
"Shay in Shellmound",1,0.100000
"The Jungles of Hashima",1,0.100000
"The King and His Sons",1,0.100000
"Mysteries of the Mind",1,0.100000
"Into the Unknown",1,0.100000
"Warsaw Zoo, 1939",1,0.100000
"Pray for Us",1,0.100000
"Jan Returns",1,0.100000
"Isaiah's Theme",1,0.100000
"Ybor City",1,0.100000
"Three Years, Four Months",1,0.100000
"The Distillery",1,0.100000
"Graciela",1,0.100000
"Loretta Figgis",1,0.100000
"Beatings, Bombings, and Murders",1,0.100000
"One Day",1,0.100000
"End of Prohibition",1,0.100000
"How Cheap Is Your Virtue?",1,0.100000
"Anita's Opening Statement",1,0.100000
"The Churning Seas of London",1,0.100000
"Bennet and Prema",1,0.100000
"Someone Loves Us",1,0.100000
"Cello Theme",1,0.100000
"Rebuilding / Cuffed / Goodbye Old Friend",1,0.100000
"Abortion (From The Cider House Rules Score)",1,0.100000
"Bathsheba and Oak Unite",1,0.100000
"Grey Comes Back",1,0.100000
"...Shells",1,0.100000
"Terra Amata",1,0.100000
"Jasir",1,0.100000
"Longing",1,0.100000
"Missing Piece",1,0.100000
"Summer Sky / Bångpolskan Efter Zacharias Bång",1,0.100000
"A Hot Meal",1,0.100000
"Meet These French",1,0.100000
"Scruffy and Underfed",1,0.100000
"Kirkwall Town Act 2 Exploration",1,0.100000
"People Disappear All the Time",2,0.200000
"Castle Leoch",1,0.100000
"Mrs. Fitz",1,0.100000
"The Wedding",1,0.100000
"The Key to Lallybroch",1,0.100000
"To the Begging I Will Go",1,0.100000
"Tale of the Tusks",1,0.100000
"Tracking Jamie",1,0.100000
"Hand Surgery",1,0.100000
"Mary Queen Of Scots",1,0.100000
"Secret Religion",1,0.100000
"James' Scotland",1,0.100000
"Linlithgow Palace",1,0.100000
"Stewarts And Tudors",1,0.100000
"Law Of Innocence",1,0.100000
"Balliol",1,0.100000
"Bruce's Last Breath",1,0.100000
"Together",1,0.100000
"The Hills of Home",1,0.100000
"Aftermath",1,0.100000
"Heaven's Legacy",1,0.100000
"Mistress Awaits",1,0.100000
"Faith",1,0.100000
"Vengeance at Your Feet",1,0.100000
"White Roses of Scotland",1,0.100000
"Honourable Discharge",1,0.100000
"May Your Souls Take Flight",1,0.100000
"Just Friends",1,0.100000
"Scan Her Again",1,0.100000
"Departure",1,0.100000
"Orichalcum",1,0.100000
"Fleeting",1,0.100000
"All Gone (Seasons)",1,0.100000
"Left Behind (Together)",1,0.100000
"The Vikings Have Their Tea",1,0.100000
"Spanish Point",1,0.100000
"Unfamiliar Paths",1,0.100000
"Fate's Lullaby",1,0.100000
"Levation",1,0.100000
"Ascension",1,0.100000
"The Order of Ancients",1,0.100000
"Another Devil",1,0.100000
"Until Midnight",1,0.100000
"Morning Mist",1,0.100000
"Mind Chamber",1,0.100000
"Effect and Cause",1,0.100000
"It's Up To Me",1,0.100000
"Cold, Fires Burn",1,0.100000
"Black Sledge Uprising",1,0.100000
"Snikaree Liberation",1,0.100000
"Warm Waves of Happiness (feat. Sandro Friedrich)",1,0.100000
"Ascension (feat. Sandro Friedrich & Deryn Cullen)",1,0.100000
"Hubris (feat. Deryn Cullen)",1,0.100000
"Main Title (From Chocolat Soundtrack)",1,0.100000
"Old Town",1,0.100000
"Bowerlake",1,0.100000
"Oakfield",1,0.100000
"Bowerstone Market",1,0.100000
"Let Me Tell You A Story",1,0.100000
"Live In Legend",1,0.100000
"Festival Of Roses",1,0.100000
"Cloaked In Darkness",1,0.100000
"Journey To The Demon Doors",1,0.100000
"Welcome To Brightlodge",1,0.100000
"Bonny Brightlodge",1,0.100000
"Mischievous Fae",1,0.100000
"Rhubarb Crumbles",1,0.100000
"Night Falls On Brightlodge",1,0.100000
"Town of Falling Waters",1,0.100000
"Katniss Afoot",1,0.100000
"Searching For Peeta",1,0.100000
"Healing Katniss",1,0.100000
"Umbrage in the Realm",1,0.100000
"The Forest Flier",1,0.100000
"Above the Clouds",1,0.100000
"Zoya The Thief",1,0.100000
"Astral Academy Recrudesce",2,0.200000
"Academy Hallways Resurrected",1,0.100000
"The Redwood Forest",1,0.100000
"Hush",1,0.100000
"Misty Wanderer",1,0.100000
"Eating Alone",1,0.100000
"Evening In The Tavern",1,0.100000
"Cicero's Theme",1,0.100000
"The Healing",1,0.100000
"to Further Stillness",1,0.100000
"The Lost Cities",1,0.100000
"Landing at Abah's",1,0.100000
"Hinterlands",1,0.100000
"The Brass Fortress",1,0.100000
"Looks Peaceful Enough",1,0.100000
"Reflections from the Past",1,0.100000
"Glory of Ancient Kingdom",1,0.100000
"Memories from Trine",1,0.100000
"River Of Life",1,0.100000
"Leaving Home",1,0.100000
"Annoying Talking Animal",1,0.100000
"Journey to Absolution",1,0.100000
"Coeur De Lion",1,0.100000
"Land of the Rus",1,0.100000
"A Thuscan Night",1,0.100000
"Florence",1,0.100000
"The Ballad for Maria",1,0.100000
"Peaceful Moments",2,0.200000
"Captain O'kane - The Clergy's Lamentation",1,0.100000
"Var Det Du",1,0.100000
"Playing Basketball",1,0.100000
"Hunting for Information",1,0.100000
"The Briefcase",1,0.100000
"The Bird Callers Outpost",1,0.100000
"The History Above",1,0.100000
"The Tower of Adal",1,0.100000
"A Harbor of Splinters",1,0.100000
"The Only Way Is Down",1,0.100000
"Danger of Hell",1,0.100000
"Nemo Egg (Main Title)",1,0.100000
"Who I Want to Be",1,0.100000
"Gryphons Soar in the Sun",1,0.100000
"Dusk Song of the High Elves",1,0.100000
"The Lullaby of Praxis",1,0.100000
"Past Defines the Future",2,0.200000
"The High Road",1,0.100000
"Face Down in the Cutlass",1,0.100000
"A Swan",1,0.100000
"Bhadra's Suite",1,0.100000
"Northern Realms",1,0.100000
"Sea Dogs",1,0.100000
"Plots And Intrigues",1,0.100000
"Full Circle",1,0.100000
"Calm Before The Storm",1,0.100000
"Moment Of Respite",1,0.100000
"Fall From Grace",1,0.100000
"Unlikely Ally",1,0.100000
"Harmless",1,0.100000
"Beyond The Peaks",1,0.100000
"Black Brook Vale",1,0.100000
"Ysgith",1,0.100000
"Duke Of Dogs",1,0.100000
"You Must Rebuild",1,0.100000
"Invisible Ghosts",1,0.100000
"Find Me There",1,0.100000
"The Wind and the Reeds",1,0.100000
"The Savage Divide",1,0.100000
"Wandering Appalachia - Part III",1,0.100000
"Nightfall in the Mire",1,0.100000
"Crags and Cliffs",1,0.100000
"Through the Valleys",2,0.200000
"Wings of Kynareth",2,0.200000
"All's Well",2,0.200000
"Ancient Sorrow",1,0.100000
"Sunrise of Flutes",2,0.200000
"Over the Next Hill",1,0.100000
"Blessing of Vivec",1,0.100000
"Silt Sunrise",1,0.100000
"Shed Your Travails",1,0.100000
"Vliegende Graafmachine",1,0.100000
"Timidly, into a Garden",1,0.100000
"The History Below",1,0.100000
"A Wayward Star",1,0.100000
"Roots to the Stars",1,0.100000
"Crystals in the Darkness",1,0.100000
"Auridon Sunrise",2,0.200000
"of Eternal Breath",1,0.100000
"of Knowledge; of Majesty",1,0.100000
"Walls Like Mountains",1,0.100000
"a new Home",1,0.100000
"Memories of the Forgotten Present",1,0.100000
"There Are Witches Among Us / The Bank / The Niffler",1,0.100000
"Pie or Strudel / Escaping Queenie and Tina's Place",1,0.100000
"Looking for Mr. Han",1,0.100000
"John F Kennedy",1,0.100000
"They Think He's the Shooter",1,0.100000
"Main Title",2,0.200000
"The Slopes of Sorrow",1,0.100000
"Forging With Father",1,0.100000
"Lady Steph and Henry",1,0.100000
"Coming Home",1,0.100000
"Darkness in the Light",1,0.100000
"The Elves of Old",1,0.100000
"Hearthfire",1,0.100000
"A Woodland Tale",1,0.100000
"Ancient Fragments",1,0.100000
"Anew",1,0.100000
"Hidden, Hostile",1,0.100000
"Did He Leave A Note?",1,0.100000
"Le petit livre de harpe de Madame Tardieu: No. 14, Lent",1,0.100000
"Will's Theme",1,0.100000
"Forbidden Steps",1,0.100000
"My Father's Sword",1,0.100000
"Sun Is Setting",1,0.100000
"This Night",1,0.100000
"Stars Are Singing",1,0.100000
"Legacy",1,0.100000
"I Was Born Here",1,0.100000
"Even If We Fall",1,0.100000
"Ancient Fairy",1,0.100000
"Cuthbert",1,0.100000
"Environments",1,0.100000
"Majid",1,0.100000
"A New Beginning",1,0.100000
"Mae",1,0.100000
"Lift",1,0.100000
"Meridian",1,0.100000
"Komorebi",1,0.100000
"Finally Got It Right",1,0.100000
"Tomorrow is Forever",1,0.100000
"Astérix quitte ses compagnons et se fait arrêter",1,0.100000
"Thoughts on Right and Wrong",1,0.100000
"Inheritance",1,0.100000
"Just Like This",1,0.100000
"Empty House",1,0.100000
"Decisions Based on Fear",1,0.100000
"Mia",1,0.100000
"By the Wall",1,0.100000
"Shoreline",1,0.100000
"Discovery, One",1,0.100000
"Awakening, One",1,0.100000
"Awakening, Two",1,0.100000
"Truths, One",1,0.100000
"Truths, Two",1,0.100000
"Tenacity, One",1,0.100000
"Caves",1,0.100000
"Tenacity, Two",1,0.100000
"Island",1,0.100000
"Homecoming",1,0.100000
"Darkness into Light",1,0.100000
"Dear Reader",1,0.100000
"Twofold",1,0.100000
"The Clearing",1,0.100000
"Thickets and Bloom",1,0.100000
"Last Respite",1,0.100000
"Cinder Skies",1,0.100000
"Sarffog's Domain",1,0.100000
"I'm Not Alone",1,0.100000
"Moons of Evening Star",4,0.400000
"Echoes of Aldmeris",1,0.100000
"Yearning for Moonshadow",2,0.200000
"Lowering the Banners (Sundown)",2,0.200000
"Dawn Gleams on Cyrodiil",2,0.200000
"Y’ffre in Every Leaf",2,0.200000
"Elegy for the Remans",2,0.200000
"Whispers of the Ancestors",2,0.200000
"Vestige of Hope",1,0.100000
"Imperial Legion",1,0.100000
"Horizons of Cyrodiil",1,0.100000
"Arkay Watches",1,0.100000
"Order of the Ancestor Moth",1,0.100000
"We Honor the Slain",1,0.100000
"Anequina Beckons",1,0.100000
"Peril Upon the Sands",1,0.100000
"Tides of the Abecean Sea",1,0.100000
"Vvardenfell Vista",1,0.100000
"Azura's Coast",2,0.200000
"Ancestral Tomb",1,0.100000
"Soul-Shriven in Cyrodiil",1,0.100000
"Radiance and Glory",2,0.200000
"Flickering Shadows",1,0.100000
"Somber Vistas",1,0.100000
"Restless, Tamriel Dreams",1,0.100000
"Descend to the Vaults",1,0.100000
"Voices in the Vaults",1,0.100000
"The Breath of Kynareth",1,0.100000
"Recollection of Wars Long Lost",1,0.100000
"Anvil: Sun and Shadows",1,0.100000
"Sojourn in Kvatch",1,0.100000
"Stealing Sunrise",1,0.100000
"Glimmers on the Brazen Horizon",1,0.100000
"A Land Burdened with History",1,0.100000
"Reverie: Sand and Stone",1,0.100000
"Hope Just out of Reach",1,0.100000
"Drums, Murmurs, and Lamentations",1,0.100000
"Fanfare in Colovia",1,0.100000
"The Blessings of Morwha",1,0.100000
"The Sky Wheels Slowly Spin",1,0.100000
"Delving the Bane",1,0.100000
"The Long Memory of Minotaurs",1,0.100000
"Back Alleys and Bad Intentions",1,0.100000
"Port of Thieves",1,0.100000
"Pensive Meditation, with Pirates",1,0.100000
"Glory of Dawn's Beauty",1,0.100000
"A Cold Wind Blows from Atmora",1,0.100000
"Masque of Reveries",2,0.200000
"Danger Looms",1,0.100000
"In the Shadows",1,0.100000
"In the Shadow of Kaalgrontiid",1,0.100000
"Riddle and Shadow",1,0.100000
"Purr of the Hunter",1,0.100000
"Secrets of Azurah",1,0.100000
"Waning Memories",1,0.100000
"Learning the Call",1,0.100000
"Ruined Crop, and Going to War",1,0.100000
"Joey's New Friends",1,0.100000
"Pulling the Cannon",1,0.100000
"The Death of Topthorn",1,0.100000
"The Reunion",1,0.100000
"The Homecoming",1,0.100000
"Harvest",1,0.100000
"Sails",1,0.100000
"Picturesque",1,0.100000
"Prosperity",1,0.100000
"Sanctuary",1,0.100000
"The Eagle",1,0.100000
"Mystères",1,0.100000
"The Two-Moons Dance",1,0.100000
"Mitchell's Arm",1,0.100000
"The Blessing - Part 1 - Motherland",1,0.100000
"Uprise Fortune",1,0.100000
"Heathens Fortress",1,0.100000
"Desolate Realm",1,0.100000
"Purians Stronghold",1,0.100000
"Gem in the Mountains",1,0.100000
"Winds of Berkana",1,0.100000
"Aoife",1,0.100000
"Mother of All (Thaella)",1,0.100000
"Port Abuzz (Crabwell)",1,0.100000
"Salif",1,0.100000
"Sénégal",1,0.100000
"Dawn at Castle Navire",1,0.100000
"Oak, Albatross, and Iron",1,0.100000
"Through Sunflower Fields",1,0.100000
"Alone in the Green",1,0.100000
"Beneath the Skin of the World",1,0.100000
"Resilience",1,0.100000
"Leyndell, Royal Capital",1,0.100000
"Welcome to Foretales",1,0.100000
"Cap Ybara",1,0.100000
"Garden Party",1,0.100000
"La cage du Prince",1,0.100000
"Vers la forêt",1,0.100000
"Viktor And His Friends - The Terminal/Soundtrack Version",1,0.100000
"The Fountain Scene - The Terminal/Soundtrack Version",1,0.100000
"The Land of Bramble",1,0.100000
"The Gnome Village",1,0.100000
"Little Helpers",1,0.100000
"Upp Till Toppen",1,0.100000
"The Wishing Well",1,0.100000
"Olle's Dream",1,0.100000
"Lemus's Meadow",1,0.100000
"Gnome Pond",1,0.100000
"Mercédès",1,0.100000
"Veni Vidi Vici",1,0.100000
"Dusking Sky Pt. 1",1,0.100000
"Dusking Sky Pt. 2",1,0.100000
"The Museum",1,0.100000
"Scavengers Reign Theme",1,0.100000
"Hollow",1,0.100000
"Sam and Ursula Suite",1,0.100000
"Levi's Dream",1,0.100000
"Finding Sam",1,0.100000
"The Demeter Suite",1,0.100000
"River of Levi (feat. Rowan Katz)",1,0.100000
"Overture: Lore",1,0.100000
"The Slopes Of The Blessure",1,0.100000
"Grazelands Dawn (feat. Jeremy Soule)",1,0.100000
"Cloud Country",1,0.100000
"Yes, I Do...",1,0.100000
"Back On The Path",1,0.100000
"Words On Wind",1,0.100000
"The Tree When We Sat Once",1,0.100000
"Fanfares And Flowers",1,0.100000
"The Banks Of The Sansretour",1,0.100000
"Lady Of The Lake",1,0.100000
"The Road",1,0.100000
"Dream Town",1,0.100000
"Under Giant Trees",1,0.100000
"Heart of Nowhere",1,0.100000
"The Last of Us",1,0.100000
"Elder Scrolls – Skyrim: Far Horizons",1,0.100000
"Ezio's Family",1,0.100000
"Oakvale",1,0.100000
"Ori, Lost In the Storm (feat. Aeralie Brighton)",2,0.200000
"Eora (Title Theme)",1,0.100000
"Voidfish (Plural)",1,0.100000
"Vamos",1,0.100000
"Pilgrims on a Long Journey",1,0.100000
"Aurora's Theme",1,0.100000
"Little Girl, Gen",1,0.100000
"Leave Your Castle",1,0.100000
"Path of the Eclipse",1,0.100000
"Naru, Embracing the Light (feat. Rachel Mellis)",1,0.100000
"Calling Out",1,0.100000
"First Steps Into Sunken Glades",1,0.100000
"2017 AD",1,0.100000
"Exploration: Neutral - Lonely Pulsar",1,0.100000
"Lazy Daydream",1,0.100000
"Ita se n'er'a star",1,0.100000
"Exploration: Federal Space - Beta Hydri",1,0.100000
"Exploration: Federal Space - From Here to Alpha Centauri",1,0.100000
"Exploration: Federal Space - Anlave",1,0.100000
"Frameshift & Starports: Imperial Starport",1,0.100000
"Magnus Smiles on Suran",1,0.100000
"Fall (Raven's Descent)",1,0.100000
"Auriga's Song - Maint Title",2,0.200000
"Sisters",1,0.100000
"Another World",1,0.100000
"Wolfsong",1,0.100000
"A Mortal Heart",1,0.100000
"Omens in the Clouds",1,0.100000
"Greenheart",1,0.100000
"Ascadian Idyll",1,0.100000
"Currents of the Odai",1,0.100000
"Melancholia",1,0.100000
"Approaching the End (feat. Aeralie Brighton)",1,0.100000
"Skylark",1,0.100000
"Adventure",1,0.100000
"The Magic Lantern",1,0.100000
"Beehive Days",1,0.100000
"Sequence (Four)",1,0.100000
"The Glasshouse With Butterfly",1,0.100000
"In Great Strides - Part 2 - Out Of The Embrace",1,0.100000
"Disappearing",1,0.100000
"Colour",1,0.100000
"A Worlds Apart",1,0.100000
"Solar Sailer - From TRON: Legacy/Score",1,0.100000
